"","Group.1","Group.2","x"
"596",1112,"LINCOLN",0.0413587619877416
"597",1213,"LINCOLN",0.0329176126160492
"598",1314,"LINCOLN",0.0545766073488473
"599",1415,"LINCOLN",0.0676909356330673
"600",1516,"LINCOLN",0.0491228344461199
"601",1617,"LINCOLN",0.0486237080109204
"602",1718,"LINCOLN",0.0704161001558479
"603",1920,"LINCOLN",0.0522559913729838
"604",2021,"LINCOLN",0.00948125648528306
"605",2122,"LINCOLN",0.0447323777571035
"606",1011,"MACON",0.0016156462585034
"607",1112,"MACON",0.0467967967967968
"608",1213,"MACON",0.0178303905831996
"609",1314,"MACON",0.017625458996328
"610",1415,"MACON",0.100644392297091
"611",1516,"MACON",0.00481658480463737
"612",1617,"MACON",0.0183292097765782
"613",1718,"MACON",0.048611031559654
"614",1920,"MACON",0
"615",2021,"MACON",0.0143315018315018
"616",2122,"MACON",0.0294267614407738
"617",1011,"MADISON",0
"618",1112,"MADISON",0
"619",1213,"MADISON",0.0190046486190867
"620",1314,"MADISON",0
"621",1415,"MADISON",0.0696265767453478
"622",1516,"MADISON",0.031471362072455
"623",1617,"MADISON",0.0388210108604845
"624",1718,"MADISON",0.0693215339233038
"625",1920,"MADISON",0.0209821428571429
"626",2021,"MADISON",0.0246311879068174
"627",2122,"MADISON",0.000631010149487193
"628",1011,"MARTIN",0.0742694759702956
"629",1112,"MARTIN",0.0265184652049318
"630",1213,"MARTIN",0.0585981179620443
"631",1314,"MARTIN",0.0244497508305648
"632",1415,"MARTIN",0.0461081658953781
"633",1516,"MARTIN",0.00442571686012615
"634",1617,"MARTIN",0.00349671242758866
"635",1718,"MARTIN",0.0267390979390979
"636",1920,"MARTIN",0.0139186198239268
"637",2021,"MARTIN",0.0351937046004843
"638",2122,"MARTIN",0.0848885461817681
"639",1011,"MCDOWELL",0.0511486819413649
"640",1112,"MCDOWELL",0.00974740861974904
